# CORE-IF-001 semantic delta ledger
# forge_commit=78fad4069d778996c24ecf5acc5cbe0e1edea7a
# donor_commit=cc2d69425beea2c93a4000e44d49381deba8eed2
# total_rows=1923
# disposition_counts={"Forge only preservation":1422,"adapted later":370,"rejected non scope item":131}
delta_id	donor_commit	donor_path	semantic_change	forge_path	applicability	disposition	requirement_id	phase_id	task_id	regression_id	evidence
DELTA-0247	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ClientNavigationPolicy.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0247	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ClientNavigationPolicy.java
DELTA-0248	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/DepartmentPickerScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0248	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/DepartmentPickerScreen.java
DELTA-0249	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/FutureShopsButton.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0249	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/FutureShopsButton.java
DELTA-0250	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/HistoryTimestampFormatter.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0250	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/HistoryTimestampFormatter.java
DELTA-0251	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ItemDetailScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0251	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ItemDetailScreen.java
DELTA-0252	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/MarketModuleScreen.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-0252	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/MarketModuleScreen.java
DELTA-0253	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/OfferEditorBundleComparisonPickerScreen.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-0253	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/OfferEditorBundleComparisonPickerScreen.java
DELTA-0254	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/OfferEditorCategoryPickerScreen.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-0254	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/OfferEditorCategoryPickerScreen.java
DELTA-0255	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/OfferEditorItemPickerScreen.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-0255	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/OfferEditorItemPickerScreen.java
DELTA-0256	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/PlayerShopBlockScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0256	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/PlayerShopBlockScreen.java
DELTA-0257	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/PlayerShopCartScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0257	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/PlayerShopCartScreen.java
DELTA-0258	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/PlayerShopOfferOptionScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0258	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/PlayerShopOfferOptionScreen.java
DELTA-0259	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/PlayerStorefrontScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0259	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/PlayerStorefrontScreen.java
DELTA-0260	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/PurchaseQuantityPolicy.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0260	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/PurchaseQuantityPolicy.java
DELTA-0261	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ServerShopOfferOptionScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0261	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ServerShopOfferOptionScreen.java
DELTA-0262	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ServerShopOfferPresentation.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0262	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ServerShopOfferPresentation.java
DELTA-0263	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ServerShopOfferVisitorActionPolicy.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0263	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ServerShopOfferVisitorActionPolicy.java
DELTA-0264	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ServerShopTradeFilterPolicy.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0264	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ServerShopTradeFilterPolicy.java
DELTA-0265	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ShopMainScreen.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0265	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ShopMainScreen.java
DELTA-0266	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/client/screen/ShopUiUtil.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-0266	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/client/screen/ShopUiUtil.java
DELTA-0267	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/AtmCommand.java	applicable	Forge only preservation	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-DELTA-0267	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/AtmCommand.java
DELTA-0268	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/ClaimsCommand.java	applicable	Forge only preservation	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-DELTA-0268	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/ClaimsCommand.java
DELTA-0269	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/DepositCommand.java	applicable	Forge only preservation	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-DELTA-0269	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/DepositCommand.java
DELTA-0270	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/MarketAdminCommand.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-0270	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/MarketAdminCommand.java
DELTA-0271	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/MarketCommand.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-0271	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/MarketCommand.java
DELTA-0272	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/PayCommand.java	applicable	Forge only preservation	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-DELTA-0272	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/PayCommand.java
DELTA-0273	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/PendingWithdrawalRequest.java	applicable	Forge only preservation	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-DELTA-0273	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/PendingWithdrawalRequest.java
DELTA-0274	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/SellAllCommand.java	applicable	Forge only preservation	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-DELTA-0274	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/SellAllCommand.java
DELTA-0275	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/ShopCommand.java	applicable	Forge only preservation	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-DELTA-0275	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/ShopCommand.java
DELTA-0276	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/command/WithdrawCommand.java	applicable	Forge only preservation	CORE-REQ-010	CORE-PHASE-005	P005-TASK-001	REG-P000-DELTA-0276	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/command/WithdrawCommand.java
DELTA-0277	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/compat/rs2/RefinedStorage2Compat.java	applicable	Forge only preservation	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-DELTA-0277	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/compat/rs2/RefinedStorage2Compat.java
DELTA-0278	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/compat/rs2/RefinedStorage2StorageAdapter.java	applicable	Forge only preservation	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-DELTA-0278	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/compat/rs2/RefinedStorage2StorageAdapter.java
DELTA-0279	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/config/AuctionHouseConfig.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-0279	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/config/AuctionHouseConfig.java
DELTA-0280	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/config/BazaarConfig.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-0280	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/config/BazaarConfig.java
DELTA-0281	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/config/ConfigValidation.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0281	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/config/ConfigValidation.java
DELTA-0282	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/config/EscrowConfig.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0282	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/config/EscrowConfig.java
DELTA-0283	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/config/FutureShopsConfigPaths.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0283	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/config/FutureShopsConfigPaths.java
DELTA-0284	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/data/AtmDenominationData.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0284	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/data/AtmDenominationData.java
DELTA-0285	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/data/BulkSellQuote.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-0285	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/data/BulkSellQuote.java
DELTA-0286	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/data/BulkSellTarget.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-0286	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/data/BulkSellTarget.java
DELTA-0287	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/data/CatalogBarterIngredient.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0287	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/data/CatalogBarterIngredient.java
DELTA-0288	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/data/CatalogBarterRecipe.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0288	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/data/CatalogBarterRecipe.java
DELTA-0289	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/data/PlayerShopNormalizedOfferData.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0289	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/data/PlayerShopNormalizedOfferData.java
DELTA-0290	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/data/PlayerShopStorageEntry.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-0290	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/data/PlayerShopStorageEntry.java
DELTA-0291	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/event/BazaarFillEvent.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-0291	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/event/BazaarFillEvent.java
DELTA-0292	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/event/MarketListingEvent.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-0292	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/event/MarketListingEvent.java
